pubmed	year	title	professors
27628936	2016	Reversible Deactivation of Enzymes by Redox-Responsive Nanogel Carriers.	Andrij Pich,Ulrich Schwaneberg
27642652	2016	Tunable Enzymatic Activity and Enhanced Stability of Cellulase Immobilized in Biohybrid Nanogels.	Andrij Pich,Ulrich Schwaneberg
32263510	2016	Stimuli-responsive poly(N-vinylcaprolactam-co-2-methoxyethyl acrylate) core-shell microgels: facile synthesis, modulation of surface properties and controlled internalisation into cells.	Andrij Pich
35632381	2016	Mixing of Two Immiscible Liquids within the Polymer Microgel Adsorbed at Their Interface.	Andrij Pich
26974267	2016	Reversible Size Modulation of Aqueous Microgels via Orthogonal or Combined Application of Thermo- and Phototriggers.	Andrij Pich
26810183	2016	In-line Monitoring of Monomer and Polymer Content During Microgel Synthesis Using Precipitation Polymerization via Raman Spectroscopy and Indirect Hard Modeling.	Alexander Mitsos,Andrij Pich
29064649	2016	Modelling pH-Optimized Degradation of Microgel-Functionalized Polyesters.	Andrij Pich
29062470	2016	Modelling pH-Optimized Degradation of Microgel-Functionalized Polyesters.	Andrij Pich
26717422	2016	When Colloidal Particles Become Polymer Coils.	Andrij Pich
25946401	2015	Facile synthesis of dumbbell-shaped multi-compartment nanoparticles.	Andrij Pich
25870955	2016	Calcium phosphate/microgel composites for 3D powderbed printing of ceramic materials.	Andrij Pich
25729344	2015	Theranostic USPIO-Loaded Microbubbles for Mediating and Monitoring Blood-Brain Barrier Permeation.	Andrij Pich
25493607	2014	Monitoring the internal structure of poly(N-vinylcaprolactam) microgels with variable cross-link concentration.	Andrij Pich
25145903	2014	Laser-induced drug release for local tumor control--a proof of concept.	Andrij Pich
24926817	2014	Behavior of temperature-responsive copolymer microgels at the oil/water interface.	Andrij Pich
24740583	2014	Temperature-modulated water filtration using microgel-functionalized hollow-fiber membranes.	Andrij Pich,Matthias Wessling
24231082	2014	Metal nanoparticles inside microgel/clay nanohybrids: Synthesis, characterization and catalytic efficiency in cross-coupling reactions.	Andrij Pich
21561077	2011	Synthesis and mass cytometric analysis of lanthanide-encoded polyelectrolyte microgels.	Andrij Pich
21452888	2011	All-silica colloidosomes with a particle-bilayer shell.	Andrij Pich
20949923	2010	Template-assisted fabrication of magnetically responsive hollow titania capsules.	Andrij Pich
20426436	2010	Surfactant-free poly(styrene-co-glycidyl methacrylate) particles with surface-bound antibodies for activation and proliferation of human T cells.	Andrij Pich
21590921	2010	A Novel Approach for Mixing ZnO Nanoparticles into Poly(ethyl methacrylate).	Andrij Pich
19961194	2010	Aqueous microgels modified by wedge-shaped amphiphilic molecules: hydrophilic microcontainers with hydrophobic nanodomains.	Andrij Pich
19785399	2010	Tailored growth of In(OH)(3) shell on functionalized polystyrene beads.	Andrij Pich
19089873	2009	Hybrid microgels with antibacterial properties.	Andrij Pich
19003827	2008	Biocompatible hybrid nanogels.	Andrij Pich
18949794	2008	Design of multicomponent microgels by selective deposition of nanomaterials.	Andrij Pich
18363417	2008	Aqueous microgels for the growth of hydroxyapatite nanocrystals.	Andrij Pich
18171090	2008	Synthesis of novel tantalum oxide sub-micrometer hollow spheres with tailored shell thickness.	Andrij Pich
17854211	2007	Poly(N-vinylcaprolactam-co-glycidyl methacrylate) aqueous microgels labeled with fluorescent LaF3:Eu nanoparticles.	Andrij Pich
17340664	2007	Temperature-, pH-, and magnetic-field-sensitive hybrid microgels.	Andrij Pich
17256327	2006	Tuneable catalytic properties of hybrid microgels containing gold nanoparticles.	Andrij Pich
16572475	2006	Composite magnetic particles as carriers for laccase from Trametes versicolor.	Andrij Pich
15544405	2004	Temperature-sensitive hybrid microgels with magnetic properties.	Andrij Pich
41527328	2026	Open- and Closed-Loop Recycling of Polyesters and Post-Consumer Waste Under Industrially Relevant Conditions Using Bisguanidine Organocatalysts.	Sonja Herres-Pawlis
41369291	2026	Catalysis: general discussion.	Sonja Herres-Pawlis
41133800	2025	All-Round Talent: Unique Zinc Guanidine Catalyst Performs Efficiently in Synthesis and Chemical Recycling of (Bio)Polyesters.	Sonja Herres-Pawlis
40985253	2026	Unleashing the power of non-toxic Zn-guanidine catalysts for sustainable lactide polymerization through smart modeling.	Andreas Jupke,Sonja Herres-Pawlis
39918444	2025	The golden goal of entatic state model design: lowering the internal reorganization energy leads to exponential increase in electron transfer rate.	Sonja Herres-Pawlis
39916882	2025	Enhancing FAIRdata by providing digital workflows from data generation to the publication of data: an open source approach described for cyclic voltammetry.	Sonja Herres-Pawlis
39843501	2025	Linking Research Data with Physically Preserved Research Materials in Chemistry.	Sonja Herres-Pawlis
39588589	2025	Electron transfer kinetics of a series of copper complexes with tripodal tetradentate guanidine quinolinyl ligands.	Sonja Herres-Pawlis
39355958	2025	Making the InChI FAIR and sustainable while moving to inorganics.	Sonja Herres-Pawlis
39016043	2024	Position of substituents directs the electron transfer properties of entatic state complexes: new insights from guanidine-quinoline copper complexes.	Sonja Herres-Pawlis
38870083	2024	Open- and Closed-Loop Recycling: Highly Active Zinc Bisguanidine Polymerization Catalyst for the Depolymerization of Polyesters.	Sonja Herres-Pawlis
38747628	2024	Microbubble-encapsulated Cobalt Nitrato Complexes for Ultrasound-triggerable Nitric Oxide Delivery.	Sonja Herres-Pawlis
38283123	2024	Photo-cross-linked and pH-Switchable Soft Polymer Nanocapsules from Polyglycidyl Ethers.	Sonja Herres-Pawlis
38258473	2024	ATRP catalysts of tetradentate guanidine ligands - do guanidine donors induce a faster atom transfer?	Sonja Herres-Pawlis
37483423	2023	Opportunities and Challenges of Establishing a Regional Bio-based Polylactic Acid Supply Chain.	Grit Walther,Sonja Herres-Pawlis
37436132	2023	Measure - understanding of structural and electronic changes occurring within the relevant timescale of catalytic systems: general discussion.	Sonja Herres-Pawlis
37436131	2023	Manipulate - techniques to manipulate the surroundings of a synthetic catalyst to control activity and selectivity: general discussion.	Sonja Herres-Pawlis
37309289	2023	A Multitool for Circular Economy: Fast Ring-Opening Polymerization and Chemical Recycling of (Bio)polyesters Using a Single Aliphatic Guanidine Carboxy Zinc Catalyst.	Sonja Herres-Pawlis
37132380	2023	The bridge towards a more stable and active side-on-peroxido (Cu	Sonja Herres-Pawlis
37041114	2023	A Multitool for Circular Economy: Fast Ring-Opening Polymerization and Chemical Recycling of (Bio)polyesters Using a Single Aliphatic Guanidine Carboxy Zinc Catalyst.	Sonja Herres-Pawlis
36888965	2023	Triflate vs Acetonitrile: Understanding the Iron(II)-Based Coordination Chemistry of Tri(quinolin-8-yl)amine.	Sonja Herres-Pawlis
36577118	2023	Open Loop Recycling - Guanidine Iron(II) Polymerization Catalyst for the Depolymerization of Polylactide.	Sonja Herres-Pawlis
36347644	2022	Minimum Information Standards in Chemistry: A Call for Better Research Data Management Practices.	Sonja Herres-Pawlis
36173968	2023	Catalysts as Key Enablers for the Synthesis of Bioplastics with Sophisticated Architectures.	Sonja Herres-Pawlis
36171627	2022	TUCAN: A molecular identifier and descriptor applicable to the whole periodic table from hydrogen to oganesson.	Sonja Herres-Pawlis
36069600	2022	Formate complexes of tri- and tetravalent titanium supported by a tris(phenolato)amine ligand.	Sonja Herres-Pawlis
36048139	2022	Effective Ligand Design: Zinc Complexes with Guanidine Hydroquinoline Ligands for Fast Lactide Polymerization and Chemical Recycling.	Sonja Herres-Pawlis
35983714	2022	Understanding the structure-activity relationship and performance of highly active novel ATRP catalysts.	Sonja Herres-Pawlis
35919707	2022	Manipulating electron transfer - the influence of substituents on novel copper guanidine quinolinyl complexes.	Sonja Herres-Pawlis
35803895	2022	Effective Ligand Design: Zinc Complexes with Guanidine Hydroquinoline Ligands for Fast Lactide Polymerization and Chemical Recycling.	Sonja Herres-Pawlis
35640228	2023	Geometrical benchmarking and analysis of redox potentials of copper(I/II) guanidine-quinoline complexes: Comparison of semi-empirical tight-binding and DFT methods and the challenge of describing the entatic state (part III).	Sonja Herres-Pawlis
35425174	2022	Simple Zn(ii) complexes for the production and degradation of polyesters.	Sonja Herres-Pawlis
35333458	2022	Guanidine Carboxy Zinc Complexes for the Chemical Recycling of Renewable Polyesters.	Sonja Herres-Pawlis
34492827	2021	The Green toxicology approach: Insight towards the eco-toxicologically safe development of benign catalysts.	Sonja Herres-Pawlis
34416481	2021	Influence of the amine donor on hybrid guanidine-stabilized Bis(μ-oxido) dicopper(III) complexes and their tyrosinase-like oxygenation activity towards polycyclic aromatic alcohols.	Sonja Herres-Pawlis
34270162	2021	Active in Sleep: Iron Guanidine Catalyst Performs ROP on Dormant Side of ATRP.	Sonja Herres-Pawlis
34097844	2021	Small-Scale Phenomena in Reactive Bubbly Flows: Experiments, Numerical Modeling, and Applications.	Sonja Herres-Pawlis
33908532	2021	A new generation of terminal copper nitrenes and their application in aromatic C-H amination reactions.	Sonja Herres-Pawlis
33595752	2021	Room temperature stable multitalent: highly reactive and versatile copper guanidine complexes in oxygenation reactions.	Sonja Herres-Pawlis
33564694	2021	Shot noise limited soft x-ray absorption spectroscopy in solution at a SASE-FEL using a transmission grating beam splitter.	Sonja Herres-Pawlis
33002361	2020	Interplay of Spin Crossover and Coordination-Induced Spin State Switch for Iron Bis(pyrazolyl)methanes in Solution.	Sonja Herres-Pawlis
32954634	2020	Next Generation of Zinc Bisguanidine Polymerization Catalysts towards Highly Crystalline, Biodegradable Polyesters.	Sonja Herres-Pawlis
32449840	2020	Robust Guanidine Metal Catalysts for the Ring-Opening Polymerization of Lactide under Industrially Relevant Conditions.	Sonja Herres-Pawlis
32104930	2020	Exceptional Substrate Diversity in Oxygenation Reactions Catalyzed by a Bis(μ-oxo) Copper Complex.	Sonja Herres-Pawlis
31996810	2020	New stereocontrol on the block.	Sonja Herres-Pawlis
31313429	2019	NFDI4Chem: Shaping a Digital and Cultural Change in Chemistry.	Sonja Herres-Pawlis
31038147	2019	Dual oxidase/oxygenase reactivity and resonance Raman spectra of {Cu	Sonja Herres-Pawlis
29734490	2018	Designed To React: Terminal Copper Nitrenes and Their Application in Catalytic C-H Aminations.	Sonja Herres-Pawlis
29682795	2018	Imaging of copper oxygenation reactions in a bubble flow.	Sonja Herres-Pawlis
29383765	2018	Rational Syntheses and Serendipity: Complexes [LSnPtCl	Sonja Herres-Pawlis
29218842	2017	Corrigendum: Highly Active N,O Zinc Guanidine Catalysts for the Ring-Opening Polymerization of Lactide.	Sonja Herres-Pawlis
28952623	2017	Relativistic effects at the Cu	Sonja Herres-Pawlis
28850743	2017	Copper Guanidinoquinoline Complexes as Entatic State Models of Electron-Transfer Proteins.	Sonja Herres-Pawlis
28779508	2017	Highly Active N,O Zinc Guanidine Catalysts for the Ring-Opening Polymerization of Lactide.	Sonja Herres-Pawlis
28425134	2017	Record Broken: A Copper Peroxide Complex with Enhanced Stability and Faster Hydroxylation Catalysis.	Sonja Herres-Pawlis
28394037	2017	[Cu	Sonja Herres-Pawlis
28236333	2017	On the Way to a Trisanionic {Cu	Sonja Herres-Pawlis
27990098	2015	Formation of hybrid guanidine-stabilized bis(μ-oxo)dicopper cores in solution: Electronic and steric perturbations.	Sonja Herres-Pawlis
27818709	2016	Multi-level meta-workflows: new concept for regularly occurring tasks in quantum chemistry.	Sonja Herres-Pawlis
27813403	2016	Experimental and Theoretical High-Energy-Resolution X-ray Absorption Spectroscopy: Implications for the Investigation of the Entatic State.	Sonja Herres-Pawlis
27619080	2016	Homolytic, Heterolytic, Mesolytic - As You Like It: Steering the Cleavage of a HC(sp	Sonja Herres-Pawlis
27505859	2016	A Comprehensive Study of Copper Guanidine Quinoline Complexes: Predicting the Activity of Catalysts in ATRP with DFT.	Sonja Herres-Pawlis
27362786	2016	Optical response of the Cu2 S2 diamond core in Cu2II(NGuaS)2 Cl2.	Sonja Herres-Pawlis
26458073	2015	Efficient Biomimetic Hydroxylation Catalysis with a Bis(pyrazolyl)imidazolylmethane Copper Peroxide Complex.	Sonja Herres-Pawlis
26230113	2015	Low temperature syntheses and reactivity of Cu2O2 active-site models.	Sonja Herres-Pawlis
26153244	2015	The Cu2O2 torture track for a real-life system: [Cu2(btmgp)2O2](2+) oxo and peroxo species in density functional calculations.	Sonja Herres-Pawlis
25877759	2015	Less is more: three-coordinate c,n-chelated distannynes and digermynes.	Sonja Herres-Pawlis
25385247	2015	Antimony(III) and bismuth(III) amides containing pendant N-donor groups--a combined experimental and theoretical study.	Sonja Herres-Pawlis
25255876	2014	Geometrical and optical benchmarking of copper(II) guanidine-quinoline complexes: insights from TD-DFT and many-body perturbation theory (part II).	Sonja Herres-Pawlis
25124719	2014	Insights into the influence of dispersion correction in the theoretical treatment of guanidine-quinoline copper(I) complexes.	Sonja Herres-Pawlis
25032219	2014	Performance studies on distributed virtual screening.	Sonja Herres-Pawlis
26580747	2014	The MoSGrid Science Gateway - A Complete Solution for Molecular Simulations.	Sonja Herres-Pawlis
24375742	2014	Catching an entatic state--a pair of copper complexes.	Sonja Herres-Pawlis
24212127	2014	Hiking on the potential energy surface of a functional tyrosinase model--implications of singlet, broken-symmetry and triplet description.	Sonja Herres-Pawlis
